date,values,realtime_start,realtime_end,state,id,title,frequency_short,units_short,seasonal_adjustment_short
1985-01-01,54601.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1986-01-01,53787.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1987-01-01,51520.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1988-01-01,58057.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1989-01-01,54790.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1990-01-01,54291.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1991-01-01,52699.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1992-01-01,54155.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1993-01-01,54573.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1994-01-01,50524.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1995-01-01,59124.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1996-01-01,60630.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1997-01-01,65665.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1998-01-01,66191.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1999-01-01,66616.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2000-01-01,64473.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2001-01-01,61942.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2002-01-01,61990.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2003-01-01,62648.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2004-01-01,60862.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2005-01-01,59018.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2006-01-01,61166.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2007-01-01,62159.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2008-01-01,58683.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2009-01-01,56084.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2010-01-01,57458.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2011-01-01,53657.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2012-01-01,54569.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2013-01-01,57613.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2014-01-01,55056.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2015-01-01,59447.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2016-01-01,63332.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2017-01-01,64953.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2018-01-01,64621.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2019-01-01,70679.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2020-01-01,69925.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
2021-01-01,70190.0,2023-01-21,2023-01-21,Indiana,MEHOINUSINA672N,Real Median Household Income in Indiana,A,2021 CPI-U-RS Adjusted $,NSA
1984-01-01,61342.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1985-01-01,54873.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1986-01-01,56622.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1987-01-01,58530.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1988-01-01,56452.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1989-01-01,56829.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1990-01-01,60318.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1991-01-01,56990.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1992-01-01,57603.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1993-01-01,55119.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1994-01-01,51366.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1995-01-01,53733.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1996-01-01,56210.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1997-01-01,61582.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1998-01-01,61159.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1999-01-01,60923.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2000-01-01,64779.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2001-01-01,63532.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2002-01-01,64364.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2003-01-01,65317.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2004-01-01,59046.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2005-01-01,58448.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2006-01-01,61361.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2007-01-01,63527.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2008-01-01,60395.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2009-01-01,56606.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2010-01-01,57352.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2011-01-01,55712.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2012-01-01,59115.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2013-01-01,55709.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2014-01-01,61224.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2015-01-01,62743.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2016-01-01,64140.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2017-01-01,62889.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2018-01-01,68987.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2019-01-01,77523.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2020-01-01,76495.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
2021-01-01,75979.0,2023-01-21,2023-01-21,Kansas,MEHOINUSKSA672N,Real Median Household Income in Kansas,A,2021 CPI-U-RS Adjusted $,NSA
1984-01-01,44034.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1985-01-01,41805.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1986-01-01,47033.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1987-01-01,47297.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1988-01-01,43956.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1989-01-01,49257.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1990-01-01,49961.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1991-01-01,46230.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1992-01-01,44579.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1993-01-01,45132.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1994-01-01,48234.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1995-01-01,52793.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1996-01-01,55913.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1997-01-01,56485.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1998-01-01,60395.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1999-01-01,55035.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2000-01-01,57215.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2001-01-01,58963.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2002-01-01,55519.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2003-01-01,54543.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2004-01-01,51201.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2005-01-01,51038.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2006-01-01,53189.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2007-01-01,51679.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2008-01-01,51907.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2009-01-01,54007.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2010-01-01,51188.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2011-01-01,48117.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2012-01-01,48573.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2013-01-01,52282.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2014-01-01,49014.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2015-01-01,48474.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2016-01-01,51223.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2017-01-01,54901.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2018-01-01,58863.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2019-01-01,58989.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2020-01-01,59405.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
2021-01-01,55629.0,2023-01-21,2023-01-21,Kentucky,MEHOINUSKYA672N,Real Median Household Income in Kentucky,A,2021 CPI-U-RS Adjusted $,NSA
1984-01-01,47195.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1985-01-01,50998.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1986-01-01,49437.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1987-01-01,48843.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1988-01-01,45259.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1989-01-01,48364.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1990-01-01,45172.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1991-01-01,49216.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1992-01-01,48288.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1993-01-01,48717.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1994-01-01,46567.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1995-01-01,49497.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1996-01-01,52203.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1997-01-01,56161.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1998-01-01,52870.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1999-01-01,53266.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2000-01-01,48464.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2001-01-01,51117.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2002-01-01,51360.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2003-01-01,49479.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2004-01-01,52379.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2005-01-01,51785.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2006-01-01,49152.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2007-01-01,54117.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2008-01-01,49907.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2009-01-01,57512.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2010-01-01,48941.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2011-01-01,49085.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2012-01-01,46207.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2013-01-01,54083.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2014-01-01,48579.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2015-01-01,52516.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2016-01-01,47641.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2017-01-01,48151.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2018-01-01,53919.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2019-01-01,54797.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2020-01-01,53576.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
2021-01-01,57206.0,2023-01-21,2023-01-21,Louisiana,MEHOINUSLAA672N,Real Median Household Income in Louisiana,A,2021 CPI-U-RS Adjusted $,NSA
1984-01-01,67145.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1985-01-01,67922.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1986-01-01,71799.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1987-01-01,73762.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1988-01-01,73337.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1989-01-01,76343.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1990-01-01,73080.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1991-01-01,69478.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1992-01-01,69016.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1993-01-01,68624.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1994-01-01,73452.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1995-01-01,68313.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1996-01-01,68128.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1997-01-01,70957.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1998-01-01,70546.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
1999-01-01,71782.0,2023-01-21,2023-01-21,Massachusetts,MEHOINUSMAA672N,Real Median Household Income in Massachusetts,A,2021 CPI-U-RS Adjusted $,NSA
